HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.headline,Input.details,Answer.web_url,Approve,Reject
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3G0WWMR1UVJEK5B2IL9DXYPMYLMQNV,A1C0H8G0YI15MN,Approved,Thu Apr 16 15:59:39 PDT 2015,Thu Apr 16 16:04:46 PDT 2015,Thu Apr 16 16:14:46 PDT 2015,2015-04-16 23:18:08 UTC,,,307,100% (13/13),100% (13/13),100% (13/13),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.","amusement at the grief people are feeling over such a small issue|respect for the management at Madame Tussauds for capitalizing on the issue|The point of the company's announcement is publicity.  Simply placing tissue dispensers near the display would have been adequate.  Besides, there is no great loss since Will Ferrel has volunteered to replace Malik.  My previous sentence is true, but is added just to amuse the reader of these comments.",,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3K9FOBBF2HI3T8VPQG1HGCQSOF4LN6,A2JORQCETWUR0R,Approved,Thu Apr 16 17:14:37 PDT 2015,Thu Apr 16 17:17:35 PDT 2015,Thu Apr 16 17:27:35 PDT 2015,2015-04-17 00:28:08 UTC,,,178,100% (5/5),100% (5/5),100% (5/5),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.",I found it confusing until I read the description.  |Funny. Is that a joke?  It's so absurd! |Surprising!  I did not think that was where that headline was heading.,,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3LEIZ60CDJY29V8Z479L6Q66YZR9ZA,A2GQLW59SKDSJ6,Approved,Thu Apr 16 16:05:36 PDT 2015,Thu Apr 16 16:06:39 PDT 2015,Thu Apr 16 16:16:39 PDT 2015,2015-04-16 23:18:09 UTC,,,63,100% (14/14),100% (14/14),100% (14/14),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.",This seems silly- I wonder why this is necessary?|Wow I cannot believe there is actually a demand for this?! That enough girls are going and crying?!|I wonder why they are keeping his figure with the others when he did leave the band. They should remove him.,,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3QFUFYSY9YEV78BNM0JNMQF802F4FH,AAXYYH9MI3PJM,Approved,Thu Apr 16 15:23:30 PDT 2015,Thu Apr 16 15:24:13 PDT 2015,Thu Apr 16 15:34:13 PDT 2015,2015-04-16 22:38:08 UTC,,,43,100% (15/15),100% (15/15),100% (15/15),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.",AMUSEMENT. I laughed hard.|HAPPINESS. I am so happy about this ahahha|This is so ridiculous ahahahhaha,,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3R3YRB5GRF2ZSFOUQQODLT2B2ZOAUV,A2BA9Y6VGW6WS1,Approved,Thu Apr 16 15:07:42 PDT 2015,Thu Apr 16 15:47:34 PDT 2015,Thu Apr 16 15:57:34 PDT 2015,2015-04-16 22:58:09 UTC,,,2392,100% (11/11),100% (11/11),100% (11/11),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.","What? This is silly. This is beyond silly.  People grow up and get your own tissue. |What does a tissue attendant even do?  Why are teenage girls going to wax museums?|This sort of shannaigans are exactly what scares me about our world.  Peopl eare dying, bombed, blown up, and we are talking about someone buying boxes of tissues for grieving teenage girls who are sad that someone is getting a new job.",,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3S3AMIZX3U414SA6O9UFHOOBG2KDCW,A38DANCR578BY1,Approved,Thu Apr 16 16:09:00 PDT 2015,Thu Apr 16 16:10:24 PDT 2015,Thu Apr 16 16:20:24 PDT 2015,2015-04-16 23:23:09 UTC,,,84,100% (14/14),100% (14/14),100% (14/14),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.",Clever way to generate attention and buzz.|So they are now having toilet police in the musems|People need a reason to throw a hissy fit in public,,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3TXD01ZLD4GKQQ8DHPEM8QGBAP2U4E,A2I2L0WL1UTLTM,Approved,Thu Apr 16 17:19:00 PDT 2015,Thu Apr 16 17:21:15 PDT 2015,Thu Apr 16 17:31:15 PDT 2015,2015-04-17 00:33:08 UTC,,,135,100% (4/4),100% (4/4),100% (4/4),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.",The Museum expects a large turnout.|The Museum is aware of people's feelings.|The Museum cares for the welfare of others.,,
3K8CQCU3KD0HHJ9U4S3H03CNQY3WNN,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3WR9XG3T63AISFWH4HLBYY2R2EW47D,A2AFTOA85C1FM9,Approved,Thu Apr 16 15:21:38 PDT 2015,Thu Apr 16 15:22:36 PDT 2015,Thu Apr 16 15:32:36 PDT 2015,2015-04-16 22:33:08 UTC,,,58,100% (15/15),100% (15/15),100% (15/15),Madame Tussauds Appoints â€˜Tissue Attendantâ€™ To Comfort One Direction Fans,"A spokesman for Madame Tussauds wax museum in London said in a statement that museum officials brought in 150 boxes of tissues to the One Direction exhibit and appointed a â€œtissue attendantâ€ù to help fans grieving over the departure of Zayn Malik, whose wax figure will not be removed from the lineup.",Thats just crazy!!|Wasted money.|Why cry over wax figure any how/,,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,386CSBG1OZL6DK5AJ4NWVN303VYQ6M,A2GQLW59SKDSJ6,Approved,Thu Apr 16 16:07:43 PDT 2015,Thu Apr 16 16:09:19 PDT 2015,Thu Apr 16 16:19:19 PDT 2015,2015-04-16 23:23:08 UTC,,,96,100% (14/14),100% (14/14),100% (14/14),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.",I find this ridiculous! A cat! When people are hungry in the world...|I find it ridiculous that ads will charge this much for a CAT.|How do the viewers of the ad distinguish this cat from any,,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3CFJTT4SXTPC0MVWP6NFSZCA7WVI74,A2BA9Y6VGW6WS1,Approved,Thu Apr 16 15:07:38 PDT 2015,Thu Apr 16 15:34:45 PDT 2015,Thu Apr 16 15:44:45 PDT 2015,2015-04-16 22:48:08 UTC,,,1627,100% (11/11),100% (11/11),100% (11/11),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.","What do cats model? Absolutely ridiculous. |how does a cat make 3 million dollars while people are homeless and starving, what is wrong with humanity?|Ridiculous. so much for proving that hard work pays off.",,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3DH6GAKTYYOHAWG7CJ1157ZX78AZYN,A38DANCR578BY1,Approved,Thu Apr 16 15:58:14 PDT 2015,Thu Apr 16 15:59:54 PDT 2015,Thu Apr 16 16:09:54 PDT 2015,2015-04-16 23:13:09 UTC,,,100,100% (14/14),100% (14/14),100% (14/14),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.",Cats are more smart than humans because they know how to manipulate humans.|If you are lucky with physical attributes then you can get rich quickly and easily.|Modeling is really a very shallow field.,,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3DY46V3X3PHL1UMYUTPO56U9B4Z557,A1VEM1AB7LSY0R,Approved,Thu Apr 16 15:59:01 PDT 2015,Thu Apr 16 16:03:21 PDT 2015,Thu Apr 16 16:13:21 PDT 2015,2015-04-16 23:18:08 UTC,,,260,100% (7/7),100% (7/7),100% (7/7),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.","Wow! That's amazing for a cat to make that much money!|A cat made 3 million off a car ad and a beauty product! Amazing!|A good buisness, if you can make cats make that much money.",,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3EKVH9QMEY3O6AI4RG595BFP4BCD2S,A2I2L0WL1UTLTM,Approved,Thu Apr 16 17:23:23 PDT 2015,Thu Apr 16 17:26:03 PDT 2015,Thu Apr 16 17:36:03 PDT 2015,2015-04-17 00:38:09 UTC,,,160,100% (4/4),100% (4/4),100% (4/4),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.","Karl Lagtfeld is proud of his cat ,Choupette.|Choupette is a very clever, trained cat.|Choupette should be given very special treats!!",,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3ERET4BTVM87K09D466BJBITUQ9K9U,A1PLN4H19MD4PX,Approved,Thu Apr 16 15:14:27 PDT 2015,Thu Apr 16 15:16:04 PDT 2015,Thu Apr 16 15:26:04 PDT 2015,2015-04-16 22:28:08 UTC,,,97,100% (1/1),100% (1/1),100% (1/1),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.","I would like to be Karl Lagerfeld's cat.|That is really a ridiculous amount of money, that cat will never spend it.|It's kind of sad that this would be considered news, when there are so much more important things people need to hear about.",,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3NL0RFNU0FM6NU31NBAK237D8YVK4Y,AAXYYH9MI3PJM,Approved,Thu Apr 16 15:13:34 PDT 2015,Thu Apr 16 15:13:59 PDT 2015,Thu Apr 16 15:23:59 PDT 2015,2015-04-16 22:28:08 UTC,,,25,100% (15/15),100% (15/15),100% (15/15),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.",OUTRAG. A FUCKING CAT MADE THAN MOST PEOPLE!|ANGER! THE FUCK?! WHO DOES THIS AHHHHH!!!|,,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3OVHNO1VE60ECLLGGNENSMPWPK0ZDB,A2AFTOA85C1FM9,Approved,Thu Apr 16 15:16:24 PDT 2015,Thu Apr 16 15:17:50 PDT 2015,Thu Apr 16 15:27:50 PDT 2015,2015-04-16 22:28:08 UTC,,,86,100% (15/15),100% (15/15),100% (15/15),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.","A cat that makes more than I do?|What else, a tree make 20.00 a hour to stand there?|We got families starving, cant we put that money there instead of paying animals to model?",,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3S4AW7T80BHH70LJ8BMLH3KSXY54LQ,A1PLZ0172SZAO1,Approved,Thu Apr 16 16:01:11 PDT 2015,Thu Apr 16 16:03:27 PDT 2015,Thu Apr 16 16:13:27 PDT 2015,2015-04-16 23:18:08 UTC,,,136,100% (2/2),100% (2/2),100% (2/2),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.","That cat made more money than I will in my life|Wow, i wonder what kind of cat that is|It is ridiculous that a cat can make that much money, it must have some special skill",,
3QHITW7OYN85D3JJJFZ6M8A13QMQAS,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3Z9WI9EOZZN0Z6RW2IU3WSGHD3JKHM,A2NQT50GA2G1B0,Approved,Thu Apr 16 15:36:30 PDT 2015,Thu Apr 16 15:37:06 PDT 2015,Thu Apr 16 15:47:06 PDT 2015,2015-04-16 22:48:08 UTC,,,36,100% (15/15),100% (15/15),100% (15/15),Karl Lagerfeldâ€™s Cat Made $3 Million Last Year From Modeling Gigs,"In an interview with New York magazine, fashion designer Karl Lagerfeld said that his cat, Choupette, made $3 million from two modeling gigs last year, one for a German car ad and the other for a Japanese beauty product.",What cat going to do w the money/|I dont believe this.|I want to make that!,,
3ZURAPD287MCSQGA9GVJZ8DKSU81FM,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,358UUM7WRZ2PTLYFFTHO6RD1USE7RX,A2BA9Y6VGW6WS1,Approved,Thu Apr 16 15:07:33 PDT 2015,Thu Apr 16 15:33:32 PDT 2015,Thu Apr 16 15:43:32 PDT 2015,2015-04-16 22:48:08 UTC,,,1559,100% (11/11),100% (11/11),100% (11/11),Study: Kids Allowed To Sip Alcohol Drink More As Teens,"According to a new study, kids who have sipped alcohol by the sixth grade are five times more likely to have had a full drink by high school and four times more likely to get drunk or binge drink as teens.","Why are kids allowed to sip alcohol?  Isn't this all common sense?|What age do they consider ""kids""? Who lets kids drink alcohol? Is that legal anywhere?|I cannot believe it took a study to prove this.  They should have saved the money and time and invested in a study to figure out why water is wet.",,
3ZURAPD287MCSQGA9GVJZ8DKSU81FM,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3FDJT1UU747OJD711GTU7VDR8UXK5A,A2TF2FFPDAJ4HA,Approved,Thu Apr 16 16:46:08 PDT 2015,Thu Apr 16 16:48:29 PDT 2015,Thu Apr 16 16:58:29 PDT 2015,2015-04-17 00:03:08 UTC,,,141,100% (7/7),100% (7/7),100% (7/7),Study: Kids Allowed To Sip Alcohol Drink More As Teens,"According to a new study, kids who have sipped alcohol by the sixth grade are five times more likely to have had a full drink by high school and four times more likely to get drunk or binge drink as teens.",surprised|shocked but can see the connection|not surprised,,
3ZURAPD287MCSQGA9GVJZ8DKSU81FM,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3IFS6Q0HJIIYJKFOD9LQNQ86UADSI6,A1AQK667NBERJ1,Approved,Thu Apr 16 15:52:50 PDT 2015,Thu Apr 16 15:53:53 PDT 2015,Thu Apr 16 16:03:53 PDT 2015,2015-04-16 23:08:08 UTC,,,63,100% (5/5),100% (5/5),100% (5/5),Study: Kids Allowed To Sip Alcohol Drink More As Teens,"According to a new study, kids who have sipped alcohol by the sixth grade are five times more likely to have had a full drink by high school and four times more likely to get drunk or binge drink as teens.","We need to stop giving kids alcohol Period!!|I don't understand why giving a child a taste at such a young age is ever a good idea. |Kids will drink eventually in high school, but we need to refrain them from doing it earlier.",,
3ZURAPD287MCSQGA9GVJZ8DKSU81FM,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3JW0YLFXRTF9RWG2MVZ6L6KZFY2WWR,AAXYYH9MI3PJM,Approved,Thu Apr 16 15:16:40 PDT 2015,Thu Apr 16 15:17:22 PDT 2015,Thu Apr 16 15:27:22 PDT 2015,2015-04-16 22:28:08 UTC,,,42,100% (15/15),100% (15/15),100% (15/15),Study: Kids Allowed To Sip Alcohol Drink More As Teens,"According to a new study, kids who have sipped alcohol by the sixth grade are five times more likely to have had a full drink by high school and four times more likely to get drunk or binge drink as teens.",Odd. You think that be obvious but what do I know?|Intereting. Good to know at least.|Wonder what made them do this study.,,
3ZURAPD287MCSQGA9GVJZ8DKSU81FM,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3K2755HG5S2874UGFBKGPU9EDF7DF2,A1C0H8G0YI15MN,Approved,Thu Apr 16 15:18:41 PDT 2015,Thu Apr 16 15:22:48 PDT 2015,Thu Apr 16 15:32:48 PDT 2015,2015-04-16 22:33:09 UTC,,,247,100% (13/13),100% (13/13),100% (13/13),Study: Kids Allowed To Sip Alcohol Drink More As Teens,"According to a new study, kids who have sipped alcohol by the sixth grade are five times more likely to have had a full drink by high school and four times more likely to get drunk or binge drink as teens.",My emotion is not involved since the study results are consistent with my a priori opinion.  I would be frustrated if the opposite result were reported.|The headline angers me some since caretakers of some kids allow them to dip alcohol|The high multiples of risk for kid sippers are a bit surprising.,,
3ZURAPD287MCSQGA9GVJZ8DKSU81FM,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3LO69W1SU3CXJGE33COMQSHVN39LGP,A2AFTOA85C1FM9,Approved,Thu Apr 16 15:20:30 PDT 2015,Thu Apr 16 15:21:32 PDT 2015,Thu Apr 16 15:31:32 PDT 2015,2015-04-16 22:33:08 UTC,,,62,100% (15/15),100% (15/15),100% (15/15),Study: Kids Allowed To Sip Alcohol Drink More As Teens,"According to a new study, kids who have sipped alcohol by the sixth grade are five times more likely to have had a full drink by high school and four times more likely to get drunk or binge drink as teens.",Not true!!|Kids dont need to taste alcohol till 18.|Parents need to rethink their parenting.,,
3ZURAPD287MCSQGA9GVJZ8DKSU81FM,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3SKEMFQBZ3476VQ3ZE0XJFNIAK88KA,A1HUM99F4LJLPS,Approved,Thu Apr 16 19:21:22 PDT 2015,Thu Apr 16 19:25:27 PDT 2015,Thu Apr 16 19:35:27 PDT 2015,2015-04-17 02:38:08 UTC,,,245,100% (1/1),100% (1/1),100% (1/1),Study: Kids Allowed To Sip Alcohol Drink More As Teens,"According to a new study, kids who have sipped alcohol by the sixth grade are five times more likely to have had a full drink by high school and four times more likely to get drunk or binge drink as teens.","It may be that other social factors are involved, such as parents who drink.|Just because there is a  correlation, it may not mean the casue of the higher drinking rate was sipping at an ealrier age.|Is the correlation with higher drinking rates for adults too or just teens?",,
3ZURAPD287MCSQGA9GVJZ8DKSU81FM,3L31T0COU81PDL45Y7WX2AEVSD0QGK,Your Observations and Reaction to News Articles,Read the headline and byline and give us 3 observations or reactions,"news, observation, reaction, opinion",$0.25,Thu Apr 16 15:03:32 PDT 2015,10,BatchId:1905535;,3600,600,Sun Apr 19 15:03:32 PDT 2015,,,3VJ40NV2QIM9U636043LHS0E82SOTO,A2GQLW59SKDSJ6,Approved,Thu Apr 16 16:24:35 PDT 2015,Thu Apr 16 16:26:00 PDT 2015,Thu Apr 16 16:36:00 PDT 2015,2015-04-16 23:38:08 UTC,,,85,100% (14/14),100% (14/14),100% (14/14),Study: Kids Allowed To Sip Alcohol Drink More As Teens,"According to a new study, kids who have sipped alcohol by the sixth grade are five times more likely to have had a full drink by high school and four times more likely to get drunk or binge drink as teens.","I am disbelieving of this. I need to read more...|I am skeptical of this. I need the context and frequency of these kids drinking behavior before I can properly dole out judgement.|As mentioned, this study lacks important details. I'm just not sure I buy it as it stands here.",,
